id_reserva,id_cliente,id_hotel,inicio_estancia,final_estancia,precio_noche,fecha_reserva
9880f3ea-a29d-4acd-9fe1-96df1ffa46bd,cliente_21,hotel_13,2025-03-01,2025-03-02,454.01,23/02/2025
22a3608a-1de2-40c7-8e2a-d22daf77390f,cliente_22,hotel_06,2025-03-01,2025-03-02,279.28,23/02/2025
68b36da9-eeaa-4c31-91a8-d34fcc3956c8,cliente_23,hotel_14,2025-03-01,2025-03-02,332.34,23/02/2025
b92dbe7c-4660-4e4c-9224-47cae0152bf9,cliente_24,hotel_12,2025-03-01,2025-03-02,318.14,23/02/2025
9b16fc42-a7c6-4db9-98c7-30dbf2bb72b3,cliente_25,hotel_15,2025-03-01,2025-03-02,437.34,23/02/2025
65fcc15f-f4c6-492a-b191-f180ae314bea,cliente_26,hotel_02,2025-03-01,2025-03-02,387.89,23/02/2025
8a5b02f8-caa9-4917-a50d-a122c74a5c6d,cliente_27,hotel_16,2025-03-01,2025-03-02,254.17,23/02/2025
24f9a853-2cef-4fb7-8182-d4f347c772d7,cliente_28,hotel_05,2025-03-01,2025-03-02,460.67,23/02/2025
345b493b-5fcb-476c-940b-cce20444d64e,cliente_29,hotel_09,2025-03-01,2025-03-02,218.25,23/02/2025
e9fc009e-6bbd-49a9-aaa1-499fbe5b7036,cliente_30,hotel_02,2025-03-01,2025-03-02,463.31,23/02/2025
91569bdd-8430-4537-8245-6ca66e5c95ed,cliente_31,hotel_05,2025-03-01,2025-03-02,445.41,23/02/2025
4e4f9542-3b51-4da1-b75e-b8c8a2018b6e,cliente_32,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
2713abaf-e02b-4e4b-9897-a6b9cd4862b5,cliente_33,hotel_17,2025-03-01,2025-03-02,88.53,23/02/2025
56aa252f-8c76-4712-a8d8-cfa844b5711a,cliente_34,hotel_18,2025-03-01,2025-03-02,394.62,23/02/2025
67cc0893-51de-461e-bdf3-72beb87d4672,cliente_35,hotel_14,2025-03-01,2025-03-02,169.27,23/02/2025
6c3c255a-a128-4f41-86f2-e41a0c6a04df,cliente_36,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
728efa5a-8a5a-4e53-8b2b-349c4fcab5d9,cliente_37,hotel_13,2025-03-01,2025-03-02,370.82,23/02/2025
f4b3e94a-2476-4923-953d-1f76ad90b520,cliente_38,hotel_19,2025-03-01,2025-03-02,253.16,23/02/2025
166f113f-64cf-408d-b1c3-30ef155f8049,cliente_39,hotel_19,2025-03-01,2025-03-02,314.73,23/02/2025
b4ec52c7-ac8d-4c68-93f2-56f80786978c,cliente_40,hotel_10,2025-03-01,2025-03-02,368.52,23/02/2025
bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,cliente_41,hotel_06,2025-03-01,2025-03-02,436.83,23/02/2025
552fa988-9d52-4cfe-bcc4-1b5886f61a9c,cliente_42,hotel_25,2025-03-01,2025-03-02,90.0,23/02/2025
aca3e915-cf8f-4ee5-b921-f23f909f602b,cliente_43,hotel_11,2025-03-01,2025-03-02,109.53,23/02/2025
7ddea2f1-6ccc-40b1-b015-da2cc26f0f98,cliente_44,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
47f91472-4a34-4e03-9cd2-64bbf695dcdd,cliente_45,hotel_07,2025-03-01,2025-03-02,135.67,23/02/2025
4d0ca33e-6881-4eaa-8c32-caf6273e468b,cliente_46,hotel_10,2025-03-01,2025-03-02,260.15,23/02/2025
7acd5eae-e278-4568-9e35-638532e10b87,cliente_47,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
19b57bd1-9cbf-4c22-a91a-ba4c3850008e,cliente_48,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
f6149a73-99ec-46f9-ad92-c4174a564beb,cliente_49,hotel_12,2025-03-01,2025-03-02,135.58,23/02/2025
25efcc1f-d69a-422f-a887-3341d57c6f09,cliente_50,hotel_06,2025-03-01,2025-03-02,258.17,23/02/2025
d1365d70-a42a-46be-96ca-6e1239b1adf3,cliente_51,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
5e53a3e0-ed87-48e8-9742-891fe94d1025,cliente_52,hotel_04,2025-03-01,2025-03-02,343.46,23/02/2025
782c3729-9de4-4005-b241-c8601bb24e33,cliente_53,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
32aa8648-0f85-4405-86bd-ffe32c5bc3eb,cliente_54,hotel_17,2025-03-01,2025-03-02,232.88,23/02/2025
00ea6487-0d6e-4e16-ad8f-915dca34854a,cliente_55,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
b8fc310e-88a1-41eb-abf1-f772cf208fda,cliente_56,hotel_13,2025-03-01,2025-03-02,50.96,23/02/2025
2ed1e427-c3cd-4215-9f0b-018d771f098b,cliente_57,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
9202057b-976a-4e12-980e-d45cac1a2906,cliente_58,hotel_04,2025-03-01,2025-03-02,363.46,23/02/2025
2af9827a-93df-4f5e-ac7d-bdda0c84ed31,cliente_59,hotel_10,2025-03-01,2025-03-02,147.96,23/02/2025
a099af97-fd17-4374-86fe-9aae15f39bff,cliente_60,hotel_10,2025-03-01,2025-03-02,386.58,23/02/2025
73b6396e-25dc-4516-9a8a-047fbdf14eb3,cliente_61,hotel_20,2025-03-01,2025-03-02,463.71,23/02/2025
7d8a031b-affa-4506-8a21-36e2e298da06,cliente_62,hotel_09,2025-03-01,2025-03-02,86.04,23/02/2025
af5b8b1e-e230-43ab-803a-cd49f4f324fe,cliente_63,hotel_25,2025-03-01,2025-03-02,90.0,23/02/2025
4670b887-09ee-433b-afa1-556cbb1e930a,cliente_64,hotel_11,2025-03-01,2025-03-02,103.94,23/02/2025
444992a6-ce95-43c1-bf32-b9ce3d754672,cliente_65,hotel_14,2025-03-01,2025-03-02,328.71,23/02/2025
55d863f5-efd2-47ee-b047-b786c056ccef,cliente_66,hotel_08,2025-03-01,2025-03-02,470.61,23/02/2025
458f6999-9db0-4430-88ad-b5d91cfd6ff4,cliente_67,hotel_05,2025-03-01,2025-03-02,108.89,23/02/2025
21152b48-0571-468e-babc-9ac0e0b69196,cliente_68,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
9631e12c-9835-45fe-a21a-6271086c3452,cliente_69,hotel_11,2025-03-01,2025-03-02,256.22,23/02/2025
ebd89c70-66d4-41d1-b218-dc9113ce6ce6,cliente_70,hotel_18,2025-03-01,2025-03-02,277.64,23/02/2025
a15ca3ef-fcef-4bc0-986d-895a4e7139dd,cliente_71,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
83b7096f-825e-4937-b0e2-4ec0391bc473,cliente_72,hotel_04,2025-03-01,2025-03-02,120.98,23/02/2025
ebacd51b-a1f5-44fb-9279-50863ddff751,cliente_73,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
fc781901-7248-4af2-a828-9940d73e7cd9,cliente_74,hotel_04,2025-03-01,2025-03-02,350.53,23/02/2025
dcffa24b-86dc-4814-9b26-e1264d8c3f03,cliente_75,hotel_18,2025-03-01,2025-03-02,472.51,23/02/2025
16995b12-8790-4bb4-9e39-ad5eccbeb90d,cliente_76,hotel_18,2025-03-01,2025-03-02,384.08,23/02/2025
1947713f-2d04-4f87-979d-47b803207fee,cliente_77,hotel_08,2025-03-01,2025-03-02,372.92,23/02/2025
2e03c019-93d2-42ff-a9a4-9351952b3244,cliente_78,hotel_10,2025-03-01,2025-03-02,457.39,23/02/2025
946c7d6c-9523-4056-bc05-4f25b7582202,cliente_79,hotel_30,2025-03-01,2025-03-02,83.0,23/02/2025
1706822e-7d2e-4287-a953-1f039ae68551,cliente_80,hotel_18,2025-03-01,2025-03-02,200.09,23/02/2025
692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,cliente_81,hotel_14,2025-03-01,2025-03-02,298.25,23/02/2025
f03a25ec-25c7-4f04-8f79-ecaa242a4dee,cliente_82,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
509d1ab0-6acc-4c42-b352-4d8e86dfa96d,cliente_83,hotel_03,2025-03-01,2025-03-02,295.51,23/02/2025
02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,cliente_84,hotel_05,2025-03-01,2025-03-02,107.34,23/02/2025
c422a037-1510-4eb2-bf05-7b203ab14c97,cliente_85,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
ca9bfa6c-1449-4239-9595-779c090af54b,cliente_86,hotel_08,2025-03-01,2025-03-02,454.51,23/02/2025
5a5dd3f5-d360-4242-a827-2729e9d0fd61,cliente_87,hotel_14,2025-03-01,2025-03-02,401.04,23/02/2025
b7055550-984b-48e4-83f6-637b7f4dd78c,cliente_88,hotel_09,2025-03-01,2025-03-02,439.06,23/02/2025
03114ab3-587d-4e8a-b878-175e0e8ba101,cliente_89,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
4b9946c6-b8c0-45d6-8a83-c0e30c918e53,cliente_90,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
9eb72036-0b7c-46ad-8821-b8a38612c7c8,cliente_91,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
193470d5-1a06-4a74-86cc-d10a1145380d,cliente_92,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
013e4092-d233-4c2f-a772-9e66270e30a4,cliente_93,hotel_07,2025-03-01,2025-03-02,121.63,23/02/2025
fdd58a9c-4d04-457b-bdf8-e82cc7d60951,cliente_94,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
286afb47-7932-4250-987a-688b472b5344,cliente_95,hotel_12,2025-03-01,2025-03-02,417.45,23/02/2025
38c4f7dc-1c64-4398-aa29-7a31a3028677,cliente_96,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,cliente_97,hotel_08,2025-03-01,2025-03-02,60.64,23/02/2025
8fc3747d-d6a2-45e4-9cb6-81894e7955bc,cliente_98,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
7df2ca32-9996-42c0-aa77-c4ff62c97d6f,cliente_99,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
efd0f4fc-83cb-4e6f-b1e0-5d4a07093386,cliente_100,hotel_24,2025-03-01,2025-03-02,116.0,23/02/2025
927b8538-a5cf-419d-81a7-e590507567f0,cliente_101,hotel_25,2025-03-01,2025-03-02,90.0,23/02/2025
6de8b910-ab44-4a14-8369-f2723da145ed,cliente_102,hotel_15,2025-03-01,2025-03-02,199.01,23/02/2025
f302dfc4-bdf4-40f0-b08c-6821d3044e5f,cliente_103,hotel_16,2025-03-01,2025-03-02,130.35,23/02/2025
6741430e-762d-4548-9616-fc40362e0447,cliente_104,hotel_02,2025-03-01,2025-03-02,205.55,23/02/2025
dd64cf88-9b1f-42ec-9340-39806f5bd744,cliente_105,hotel_11,2025-03-01,2025-03-02,102.03,23/02/2025
c82d8574-f3f5-46a1-acf8-07011f970176,cliente_106,hotel_22,2025-03-01,2025-03-02,172.0,23/02/2025
d7978bb9-da0f-468c-977f-2062c1262a8c,cliente_107,hotel_04,2025-03-01,2025-03-02,466.5,23/02/2025
49788f88-6522-4400-96c5-12757260aaeb,cliente_108,hotel_02,2025-03-01,2025-03-02,476.98,23/02/2025
b7aea489-524a-482e-8265-cfd5e59a413e,cliente_109,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
1f122af1-0851-4fac-85c3-47d0731ee92a,cliente_110,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,cliente_111,hotel_02,2025-03-01,2025-03-02,350.09,23/02/2025
24bce2d2-a496-4d15-aa24-8796f173f0c7,cliente_112,hotel_14,2025-03-01,2025-03-02,107.27,23/02/2025
bca0e889-5f2a-476e-b759-d0bd997ea3d1,cliente_113,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,cliente_114,hotel_04,2025-03-01,2025-03-02,185.42,23/02/2025
05d40d78-a173-4044-9c72-ae9c2d8548d6,cliente_115,hotel_11,2025-03-01,2025-03-02,243.44,23/02/2025
1696721f-a366-492c-8e7e-ce2bbd11e0b2,cliente_116,hotel_08,2025-03-01,2025-03-02,248.79,23/02/2025
2a660bda-2cba-47b7-880e-b17dc7d65d74,cliente_117,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
a04ee8a4-e89e-419f-bb1f-b53973e282db,cliente_118,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
a5ad5040-06cf-47ca-9960-553a91600ce7,cliente_119,hotel_02,2025-03-01,2025-03-02,177.69,23/02/2025
59aa522f-5ebf-46e3-ae85-b1b112244bac,cliente_120,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
241e331b-007f-48d2-a184-7164c13d1cda,cliente_121,hotel_08,2025-03-01,2025-03-02,151.08,23/02/2025
3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,cliente_122,hotel_06,2025-03-01,2025-03-02,492.76,23/02/2025
ec6b0d32-4bb0-4c77-bf93-f06c35bf4ff9,cliente_123,hotel_24,2025-03-01,2025-03-02,116.0,23/02/2025
4983cbf2-6afb-4c57-bae4-0c66931a5bf6,cliente_124,hotel_22,2025-03-01,2025-03-02,172.0,23/02/2025
6a8b8b3d-bbde-4cb9-b9d4-68029065564c,cliente_125,hotel_18,2025-03-01,2025-03-02,229.83,23/02/2025
a6931563-a9a7-477c-a368-4157b1ea3fcc,cliente_126,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
9a69e4c1-f738-47a9-8d37-98c04675c506,cliente_127,hotel_19,2025-03-01,2025-03-02,400.28,23/02/2025
fbaac1fa-283a-4ce7-aeee-4c29eb86b364,cliente_128,hotel_22,2025-03-01,2025-03-02,172.0,23/02/2025
2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,cliente_129,hotel_07,2025-03-01,2025-03-02,300.82,23/02/2025
77204866-fdb5-45b7-94db-51140a40b06e,cliente_130,hotel_04,2025-03-01,2025-03-02,350.4,23/02/2025
7b53b0e3-83b0-4bbc-bd15-6b2c479da222,cliente_131,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
405bff0a-80ba-4b80-8333-d96354516f8c,cliente_132,hotel_26,2025-03-01,2025-03-02,97.0,23/02/2025
c2d15e9f-5896-48cf-a9fe-1d9f79f00ce9,cliente_133,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
d9a7f2ad-2db6-4bfd-bfd2-06a5ae561d25,cliente_134,hotel_30,2025-03-01,2025-03-02,83.0,23/02/2025
5e9e808f-a53e-4255-9fc3-a4564be2063d,cliente_135,hotel_17,2025-03-01,2025-03-02,453.73,23/02/2025
84902ee1-c371-4fb4-ad4e-bc8d6de33f45,cliente_136,hotel_16,2025-03-01,2025-03-02,427.93,23/02/2025
904651ef-0e30-4880-ad20-6bb392a80aaa,cliente_137,hotel_06,2025-03-01,2025-03-02,173.56,23/02/2025
92cdbb3d-7db3-4c60-b520-52107dc3cf18,cliente_138,hotel_04,2025-03-01,2025-03-02,193.86,23/02/2025
1f822ddd-d04f-4cd4-8ac1-8c6c06583102,cliente_139,hotel_18,2025-03-01,2025-03-02,222.36,23/02/2025
ce727457-b05d-4d48-b5e5-002a1a7274a8,cliente_140,hotel_12,2025-03-01,2025-03-02,198.89,23/02/2025
9cd0a508-7374-4115-8a2f-dfaa44611e0b,cliente_141,hotel_30,2025-03-01,2025-03-02,83.0,23/02/2025
19b1dd3e-612b-4ad6-ac0a-6d3009bc11fa,cliente_142,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
348bb903-2fe2-401a-af2a-84d97264521f,cliente_143,hotel_22,2025-03-01,2025-03-02,172.0,23/02/2025
99d07b7c-ecfe-402d-9395-ac6ec7b195ec,cliente_144,hotel_28,2025-03-01,2025-03-02,77.0,23/02/2025
be8685ea-5cc1-4983-bfe8-ccdf5170642e,cliente_145,hotel_03,2025-03-01,2025-03-02,264.63,23/02/2025
f701caa4-5cda-44d2-9fa3-49bbe4bb6a73,cliente_146,hotel_21,2025-03-01,2025-03-02,170.0,23/02/2025
4d75d34e-48d2-4f47-a8ce-430a6972f1a1,cliente_147,hotel_30,2025-03-01,2025-03-02,83.0,23/02/2025
eda48844-e5ef-44c3-94ed-298453ef9e57,cliente_148,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
e08c05d5-c395-4e8c-92de-3d327793b5e6,cliente_149,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
1fd11394-7e1e-482b-8c16-8cb598f41e16,cliente_150,hotel_16,2025-03-01,2025-03-02,269.69,23/02/2025
7078d68a-f0a9-4e31-bde8-25b5247a1f38,cliente_151,hotel_13,2025-03-01,2025-03-02,201.25,23/02/2025
a0d92562-1485-4306-9dfb-a0078b2d0563,cliente_152,hotel_04,2025-03-01,2025-03-02,491.31,23/02/2025
ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,cliente_153,hotel_15,2025-03-01,2025-03-02,303.97,23/02/2025
790cd2e1-ce99-4131-9c7d-73f3534dea93,cliente_154,hotel_09,2025-03-01,2025-03-02,440.07,23/02/2025
18eff31c-cd63-4c05-a3f1-a0b05998018e,cliente_155,hotel_02,2025-03-01,2025-03-02,145.24,23/02/2025
edfdc0ed-e580-4373-9317-f56cd55f8ef9,cliente_156,hotel_14,2025-03-01,2025-03-02,175.21,23/02/2025
99d760d9-b9a0-4c9d-9e6d-d706238a743a,cliente_157,hotel_04,2025-03-01,2025-03-02,58.71,23/02/2025
737db8d2-ef89-4a22-850f-5140b2cc1e9b,cliente_158,hotel_06,2025-03-01,2025-03-02,150.89,23/02/2025
eeea3e90-5d2e-4388-a71c-23f539a47218,cliente_159,hotel_15,2025-03-01,2025-03-02,139.7,23/02/2025
49f515de-4edd-4cbd-909a-7c4f53d16da6,cliente_160,hotel_07,2025-03-01,2025-03-02,263.09,23/02/2025
3cc3f204-5347-4617-869f-cd1983b30c65,cliente_161,hotel_03,2025-03-01,2025-03-02,364.75,23/02/2025
d5688709-1940-4a4e-b54c-fdfb091a1da6,cliente_162,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
4b632dfc-4c89-4570-b58e-bea8401da99c,cliente_163,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
71d78fbd-4cbe-466f-b928-908ea21d416c,cliente_164,hotel_15,2025-03-01,2025-03-02,98.63,23/02/2025
5fe3f4a7-18e8-4fbd-b6c8-d6f0299f5af1,cliente_165,hotel_08,2025-03-01,2025-03-02,228.48,23/02/2025
3af09efa-2b88-4126-91d2-784477f0a8bb,cliente_166,hotel_30,2025-03-01,2025-03-02,83.0,23/02/2025
5bc1f02e-486a-4c23-aba4-1a4291958e21,cliente_167,hotel_05,2025-03-01,2025-03-02,363.73,23/02/2025
b8aa421d-7e31-4623-943b-d4daf2b982e0,cliente_168,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
35eb72f4-3d95-476c-b6c2-b5a324b338a7,cliente_169,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
74e2b2c3-678d-49d5-9633-b5e0ef775ffb,cliente_170,hotel_03,2025-03-01,2025-03-02,242.76,23/02/2025
f1252edf-cd6d-412d-9c99-47fdb83aeaaa,cliente_171,hotel_14,2025-03-01,2025-03-02,55.68,23/02/2025
a2d8a845-32af-4c60-b3a9-e74366b70db0,cliente_172,hotel_12,2025-03-01,2025-03-02,336.0,23/02/2025
b8e8fbff-dc87-4d9b-9d9f-db149fff1989,cliente_173,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
da7ac824-1a60-4f72-82ea-14150be12cf2,cliente_174,hotel_24,2025-03-01,2025-03-02,116.0,23/02/2025
511aef3f-737f-4390-8f4d-86553edcd6fe,cliente_175,hotel_27,2025-03-01,2025-03-02,84.0,23/02/2025
b0bc3dc2-09b0-49d9-8c25-95c244e8707b,cliente_176,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
93daea01-9f1a-4f34-b5e1-24ec1bd7b72b,cliente_177,hotel_11,2025-03-01,2025-03-02,421.57,23/02/2025
de06e925-4221-416a-90d4-00bc635dd8c5,cliente_178,hotel_06,2025-03-01,2025-03-02,423.82,23/02/2025
0d986817-dbeb-4beb-9fc1-777a1e9f7cb2,cliente_179,hotel_11,2025-03-01,2025-03-02,387.7,23/02/2025
e98bca35-fc68-46ab-a04e-8df6db644e15,cliente_180,hotel_02,2025-03-01,2025-03-02,62.9,23/02/2025
49dc985e-ca36-4692-9d8d-98b7bb5df716,cliente_181,hotel_02,2025-03-01,2025-03-02,409.01,23/02/2025
14e67e31-2d11-4252-afcf-ed22783a2b58,cliente_182,hotel_22,2025-03-01,2025-03-02,172.0,23/02/2025
337f0a62-b5b0-4b4d-bfe8-aa043ad39af1,cliente_183,hotel_08,2025-03-01,2025-03-02,54.56,23/02/2025
86fbb1c4-9241-4b45-8bf5-3d59c79fe6da,cliente_184,hotel_19,2025-03-01,2025-03-02,269.85,23/02/2025
d3500633-2caa-47b7-a6dd-796a37525dd2,cliente_185,hotel_15,2025-03-01,2025-03-02,251.67,23/02/2025
2dd3d6b4-198f-468d-ac48-989847fec748,cliente_186,hotel_05,2025-03-01,2025-03-02,361.29,23/02/2025
bd6deb8e-a500-4c0c-a706-24c1eec4fdce,cliente_187,hotel_14,2025-03-01,2025-03-02,288.9,23/02/2025
cd8abcdb-f602-4e9f-9eee-e5a59c4c67ec,cliente_188,hotel_22,2025-03-01,2025-03-02,172.0,23/02/2025
a7764d9c-3169-4669-91cf-8e205be4f5d7,cliente_189,hotel_07,2025-03-01,2025-03-02,163.12,23/02/2025
b408ee02-942f-4ed8-902e-624cb0bb23b2,cliente_190,hotel_29,2025-03-01,2025-03-02,86.0,23/02/2025
ac330f51-fd82-462b-bd44-ff9b1da16779,cliente_191,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
6455e672-2a92-49f3-9792-105c79f2bff1,cliente_192,hotel_17,2025-03-01,2025-03-02,147.36,23/02/2025
4c96d066-e5d6-4d65-83a6-a577ee495356,cliente_193,hotel_23,2025-03-01,2025-03-02,95.0,23/02/2025
f9ab1c28-737c-4b6a-9134-288f1d72bba7,cliente_194,hotel_08,2025-03-01,2025-03-02,491.22,23/02/2025
56025d69-5792-4f68-801a-5ffc77bd7e7c,cliente_195,hotel_04,2025-03-01,2025-03-02,186.01,23/02/2025
2b63564b-a163-4aa0-a3a2-d8d956eee050,cliente_196,hotel_18,2025-03-01,2025-03-02,299.0,23/02/2025
f15ca9a2-2312-443a-9a78-ef7d1eee2b33,cliente_197,hotel_17,2025-03-01,2025-03-02,308.32,23/02/2025
29ee49b5-269a-49ee-9502-09f1d17d6d95,cliente_198,hotel_16,2025-03-01,2025-03-02,484.46,23/02/2025
37ef3cfc-c502-46dc-a51f-9391752151bd,cliente_199,hotel_06,2025-03-01,2025-03-02,230.31,23/02/2025
88bcf602-5eed-41e7-88e2-622948f06801,cliente_200,hotel_11,2025-03-01,2025-03-02,118.27,23/02/2025
8695bdae-bb21-4404-a9cb-1c7b8156e981,cliente_201,hotel_14,2025-03-01,2025-03-02,103.29,23/02/2025
425d2873-49c3-4af0-bcb1-9d31e3f77dec,cliente_202,hotel_26,2025-03-01,2025-03-02,97.0,23/02/2025
88b359a3-3ba5-4f55-adb3-eca51629e5d5,cliente_203,hotel_12,2025-03-01,2025-03-02,221.16,23/02/2025
cce6889f-55ea-4287-9058-26e77b538234,cliente_204,hotel_10,2025-03-01,2025-03-02,187.41,23/02/2025
f2945ede-3cbe-4da5-9783-bce3017dae6b,cliente_205,hotel_08,2025-03-01,2025-03-02,476.41,23/02/2025
fbaeb2d5-f1a9-4e56-a9a6-40e0ab6c9e70,cliente_206,hotel_09,2025-03-01,2025-03-02,120.67,23/02/2025
25d87ec2-9485-4646-91ec-be1ae16a4988,cliente_207,hotel_17,2025-03-01,2025-03-02,233.82,23/02/2025
d3f37083-97d4-474d-9cae-d47055526b43,cliente_208,hotel_12,2025-03-01,2025-03-02,368.12,23/02/2025
3e60606c-faec-4627-82a9-21ad892a6015,cliente_209,hotel_11,2025-03-01,2025-03-02,404.51,23/02/2025
6911c54e-a723-4735-8791-44630316d2c5,cliente_210,hotel_18,2025-03-01,2025-03-02,151.15,23/02/2025
29c26528-c4c1-4c29-bb96-049330ed13aa,cliente_211,hotel_05,2025-03-01,2025-03-02,76.83,23/02/2025
8f2d6bfa-0157-4687-a63d-a4bc74f4ae7d,cliente_212,hotel_12,2025-03-01,2025-03-02,464.53,23/02/2025
0794ad33-6123-4fbe-9fe4-0acd50ebe4d4,cliente_213,hotel_16,2025-03-01,2025-03-02,364.87,23/02/2025
9abb88d1-69f0-41ef-88bc-070704a6d471,cliente_214,hotel_10,2025-03-01,2025-03-02,86.19,23/02/2025
9b80aa82-848d-4119-872c-57b357b417fb,cliente_215,hotel_26,2025-03-01,2025-03-02,97.0,23/02/2025
ab40347c-8abe-4b4f-8efa-4cbd684dfb1e,cliente_216,hotel_11,2025-03-01,2025-03-02,153.01,23/02/2025
